param,term,coefficient,transform
A,(intercept),-24.181753521741,"logit(A)"
A,1,3.43080322918497e-16,"logit(A)"
A,x1^0 x2^0 x3^0 x4^1,-2.02825659495744,"logit(A)"
A,x1^0 x2^0 x3^1 x4^0,0.250936037284827,"logit(A)"
A,x1^0 x2^1 x3^0 x4^0,-14.0929887568815,"logit(A)"
A,x1^1 x2^0 x3^0 x4^0,4.00486923504527,"logit(A)"
A,x1^0 x2^0 x3^0 x4^2,-0.24568477998344,"logit(A)"
A,x1^0 x2^0 x3^1 x4^1,3.01585949334105,"logit(A)"
A,x1^0 x2^0 x3^2 x4^0,-0.104252993663542,"logit(A)"
A,x1^0 x2^1 x3^0 x4^1,1.10729510323413,"logit(A)"
A,x1^0 x2^1 x3^1 x4^0,0.0215645533598568,"logit(A)"
A,x1^0 x2^2 x3^0 x4^0,2.98054211890708,"logit(A)"
A,x1^1 x2^0 x3^0 x4^1,0.0870644888549251,"logit(A)"
A,x1^1 x2^0 x3^1 x4^0,-0.37643451266718,"logit(A)"
A,x1^1 x2^1 x3^0 x4^0,-2.83192188779336,"logit(A)"
A,x1^2 x2^0 x3^0 x4^0,1.24441234437535,"logit(A)"
A,x1^0 x2^0 x3^0 x4^3,-0.0597388978608685,"logit(A)"
A,x1^0 x2^0 x3^1 x4^2,0.492139042852675,"logit(A)"
A,x1^0 x2^0 x3^2 x4^1,-2.19221452834534,"logit(A)"
A,x1^0 x2^0 x3^3 x4^0,-5.518603472318,"logit(A)"
A,x1^0 x2^1 x3^0 x4^2,-0.0841694630518928,"logit(A)"
A,x1^0 x2^1 x3^1 x4^1,-0.700832720538154,"logit(A)"
A,x1^0 x2^1 x3^2 x4^0,0.48017571466346,"logit(A)"
A,x1^0 x2^2 x3^0 x4^1,-0.536474316941879,"logit(A)"
A,x1^0 x2^2 x3^1 x4^0,-0.0532375399466707,"logit(A)"
A,x1^0 x2^3 x3^0 x4^0,-0.836671559403921,"logit(A)"
A,x1^1 x2^0 x3^0 x4^2,0.276491837556937,"logit(A)"
A,x1^1 x2^0 x3^1 x4^1,-0.995725448573377,"logit(A)"
A,x1^1 x2^0 x3^2 x4^0,0.868063946908152,"logit(A)"
A,x1^1 x2^1 x3^0 x4^1,0.139791033366643,"logit(A)"
A,x1^1 x2^1 x3^1 x4^0,0.467061251287374,"logit(A)"
A,x1^1 x2^2 x3^0 x4^0,0.723721605273657,"logit(A)"
A,x1^2 x2^0 x3^0 x4^1,0.0136930149287483,"logit(A)"
A,x1^2 x2^0 x3^1 x4^0,0.0389614116567039,"logit(A)"
A,x1^2 x2^1 x3^0 x4^0,0.731406839183129,"logit(A)"
A,x1^3 x2^0 x3^0 x4^0,-0.60974299692321,"logit(A)"
A,x1^0 x2^0 x3^0 x4^4,0.095355158263643,"logit(A)"
A,x1^0 x2^0 x3^1 x4^3,-0.172865627870383,"logit(A)"
A,x1^0 x2^0 x3^2 x4^2,-2.03952216834981,"logit(A)"
A,x1^0 x2^0 x3^3 x4^1,1.38310870752413,"logit(A)"
A,x1^0 x2^0 x3^4 x4^0,24.777217442754,"logit(A)"
A,x1^0 x2^1 x3^0 x4^3,0.103622187826066,"logit(A)"
A,x1^0 x2^1 x3^1 x4^2,-0.219336845601044,"logit(A)"
A,x1^0 x2^1 x3^2 x4^1,-0.40293377784994,"logit(A)"
A,x1^0 x2^1 x3^3 x4^0,0.982735494621806,"logit(A)"
A,x1^0 x2^2 x3^0 x4^2,0.114054878751588,"logit(A)"
A,x1^0 x2^2 x3^1 x4^1,0.084545540328363,"logit(A)"
A,x1^0 x2^2 x3^2 x4^0,-0.373585744373135,"logit(A)"
A,x1^0 x2^3 x3^0 x4^1,0.23732999717222,"logit(A)"
A,x1^0 x2^3 x3^1 x4^0,0.0356332204967613,"logit(A)"
A,x1^0 x2^4 x3^0 x4^0,0.263047656049117,"logit(A)"
A,x1^1 x2^0 x3^0 x4^3,-0.0562255654829703,"logit(A)"
A,x1^1 x2^0 x3^1 x4^2,-0.235076192579781,"logit(A)"
A,x1^1 x2^0 x3^2 x4^1,1.00357049246342,"logit(A)"
A,x1^1 x2^0 x3^3 x4^0,-0.378332477472753,"logit(A)"
A,x1^1 x2^1 x3^0 x4^2,-0.0983649486730695,"logit(A)"
A,x1^1 x2^1 x3^1 x4^1,0.0787645095274047,"logit(A)"
A,x1^1 x2^1 x3^2 x4^0,-0.899256583164465,"logit(A)"
A,x1^1 x2^2 x3^0 x4^1,-0.10608736615571,"logit(A)"
A,x1^1 x2^2 x3^1 x4^0,-0.314886778436736,"logit(A)"
A,x1^1 x2^3 x3^0 x4^0,-0.210563690669558,"logit(A)"
A,x1^2 x2^0 x3^0 x4^2,-0.12476563048664,"logit(A)"
A,x1^2 x2^0 x3^1 x4^1,0.385309319626219,"logit(A)"
A,x1^2 x2^0 x3^2 x4^0,-0.316500577901647,"logit(A)"
A,x1^2 x2^1 x3^0 x4^1,-0.121317360137857,"logit(A)"
