param,term,coefficient,transform
A,(intercept),11.8352064299568,"logit(A)"
A,1,-8.94545029673121e-16,"logit(A)"
A,x1^0 x2^0 x3^0 x4^1,2.07858942369352,"logit(A)"
A,x1^0 x2^0 x3^1 x4^0,-95.6741917002706,"logit(A)"
A,x1^0 x2^1 x3^0 x4^0,47.7304260417049,"logit(A)"
A,x1^1 x2^0 x3^0 x4^0,-22.7745461383121,"logit(A)"
A,x1^0 x2^0 x3^0 x4^2,0.0673816402492163,"logit(A)"
A,x1^0 x2^0 x3^1 x4^1,-9.4871800556307,"logit(A)"
A,x1^0 x2^0 x3^2 x4^0,130.58748574459,"logit(A)"
A,x1^0 x2^1 x3^0 x4^1,-0.999737240177566,"logit(A)"
A,x1^0 x2^1 x3^1 x4^0,31.0041554759514,"logit(A)"
A,x1^0 x2^2 x3^0 x4^0,-26.4329670403391,"logit(A)"
A,x1^1 x2^0 x3^0 x4^1,-0.144466442572569,"logit(A)"
A,x1^1 x2^0 x3^1 x4^0,13.1049817160584,"logit(A)"
A,x1^1 x2^1 x3^0 x4^0,42.981660376649,"logit(A)"
A,x1^2 x2^0 x3^0 x4^0,-13.0366267213273,"logit(A)"
A,x1^0 x2^0 x3^0 x4^3,-0.0204693508896765,"logit(A)"
A,x1^0 x2^0 x3^1 x4^2,-0.0905445875374131,"logit(A)"
A,x1^0 x2^0 x3^2 x4^1,12.5980373414017,"logit(A)"
A,x1^0 x2^0 x3^3 x4^0,-54.528009992199,"logit(A)"
A,x1^0 x2^1 x3^0 x4^2,-0.0443108689213457,"logit(A)"
A,x1^0 x2^1 x3^1 x4^1,4.74849744276763,"logit(A)"
A,x1^0 x2^1 x3^2 x4^0,-33.2096745539596,"logit(A)"
A,x1^0 x2^2 x3^0 x4^1,0.480302934868036,"logit(A)"
A,x1^0 x2^2 x3^1 x4^0,-6.57785507357947,"logit(A)"
A,x1^0 x2^3 x3^0 x4^0,12.3083684076782,"logit(A)"
A,x1^1 x2^0 x3^0 x4^2,-0.0625551425435018,"logit(A)"
A,x1^1 x2^0 x3^1 x4^1,0.876777122572563,"logit(A)"
A,x1^1 x2^0 x3^2 x4^0,1.10948970626879,"logit(A)"
A,x1^1 x2^1 x3^0 x4^1,0.0868337087098012,"logit(A)"
A,x1^1 x2^1 x3^1 x4^0,-5.27286959456582,"logit(A)"
A,x1^1 x2^2 x3^0 x4^0,-7.61165112278604,"logit(A)"
