param,term,coefficient,transform
A,(intercept),4.24826287179683,"logit(A)"
A,1,-9.37263854995445e-17,"logit(A)"
A,x1^0 x2^0 x3^0 x4^1,0.273381011006432,"logit(A)"
A,x1^0 x2^0 x3^1 x4^0,0.79611240570757,"logit(A)"
A,x1^0 x2^1 x3^0 x4^0,1.43515235415439,"logit(A)"
A,x1^1 x2^0 x3^0 x4^0,-0.277793624570917,"logit(A)"
A,x1^0 x2^0 x3^0 x4^2,0.00703622808653197,"logit(A)"
A,x1^0 x2^0 x3^1 x4^1,-0.869423066114649,"logit(A)"
A,x1^0 x2^0 x3^2 x4^0,-2.07059475921106,"logit(A)"
A,x1^0 x2^1 x3^0 x4^1,0.0807903642084715,"logit(A)"
A,x1^0 x2^1 x3^1 x4^0,-0.26502418842995,"logit(A)"
A,x1^0 x2^2 x3^0 x4^0,-0.0799935855086604,"logit(A)"
A,x1^1 x2^0 x3^0 x4^1,-0.148650770046822,"logit(A)"
A,x1^1 x2^0 x3^1 x4^0,-0.0589284692478006,"logit(A)"
A,x1^1 x2^1 x3^0 x4^0,-0.292686172107836,"logit(A)"
A,x1^2 x2^0 x3^0 x4^0,0.0557903612754498,"logit(A)"
A,x1^0 x2^0 x3^0 x4^3,0.36549334404594,"logit(A)"
A,x1^0 x2^0 x3^1 x4^2,-0.204218626521692,"logit(A)"
A,x1^0 x2^0 x3^2 x4^1,1.81434712673239,"logit(A)"
A,x1^0 x2^0 x3^3 x4^0,3.48264919103392,"logit(A)"
A,x1^0 x2^1 x3^0 x4^2,-0.137039637570758,"logit(A)"
A,x1^0 x2^1 x3^1 x4^1,-0.569736624784606,"logit(A)"
A,x1^0 x2^1 x3^2 x4^0,0.622418535922203,"logit(A)"
A,x1^0 x2^2 x3^0 x4^1,-0.121431875404268,"logit(A)"
A,x1^0 x2^2 x3^1 x4^0,0.0500271046376165,"logit(A)"
A,x1^0 x2^3 x3^0 x4^0,-0.0434566296818753,"logit(A)"
A,x1^1 x2^0 x3^0 x4^2,0.0446653402148594,"logit(A)"
A,x1^1 x2^0 x3^1 x4^1,0.572192762739671,"logit(A)"
A,x1^1 x2^0 x3^2 x4^0,0.0934286019658551,"logit(A)"
A,x1^1 x2^1 x3^0 x4^1,0.00418803113550043,"logit(A)"
A,x1^1 x2^1 x3^1 x4^0,0.000189523453316513,"logit(A)"
A,x1^1 x2^2 x3^0 x4^0,0.0270179621600935,"logit(A)"
A,x1^2 x2^0 x3^0 x4^1,0.0648507738806564,"logit(A)"
A,x1^2 x2^0 x3^1 x4^0,-0.0383070193005178,"logit(A)"
A,x1^2 x2^1 x3^0 x4^0,0.0409147813892695,"logit(A)"
A,x1^3 x2^0 x3^0 x4^0,-0.0140271170066562,"logit(A)"
A,x1^0 x2^0 x3^0 x4^4,1.00969470815652,"logit(A)"
A,x1^0 x2^0 x3^1 x4^3,-1.14713563115731,"logit(A)"
A,x1^0 x2^0 x3^2 x4^2,1.42937375551971,"logit(A)"
A,x1^0 x2^0 x3^3 x4^1,0.843304508190626,"logit(A)"
A,x1^0 x2^0 x3^4 x4^0,10.5116730179271,"logit(A)"
A,x1^0 x2^1 x3^0 x4^3,-0.0467135338055829,"logit(A)"
A,x1^0 x2^1 x3^1 x4^2,0.730764807125061,"logit(A)"
A,x1^0 x2^1 x3^2 x4^1,3.29897066101906,"logit(A)"
A,x1^0 x2^1 x3^3 x4^0,-0.457633146042065,"logit(A)"
A,x1^0 x2^2 x3^0 x4^2,0.117418126572365,"logit(A)"
A,x1^0 x2^2 x3^1 x4^1,0.657294058325807,"logit(A)"
A,x1^0 x2^2 x3^2 x4^0,-0.117671217788703,"logit(A)"
A,x1^0 x2^3 x3^0 x4^1,0.0899978279556029,"logit(A)"
A,x1^0 x2^3 x3^1 x4^0,0.0173134796823559,"logit(A)"
A,x1^0 x2^4 x3^0 x4^0,0.0356971469733007,"logit(A)"
A,x1^1 x2^0 x3^0 x4^3,-0.149907906367981,"logit(A)"
A,x1^1 x2^0 x3^1 x4^2,-0.161744997761315,"logit(A)"
A,x1^1 x2^0 x3^2 x4^1,-1.85945434130713,"logit(A)"
A,x1^1 x2^0 x3^3 x4^0,0.943553045935523,"logit(A)"
A,x1^1 x2^1 x3^0 x4^2,0.021112469173256,"logit(A)"
A,x1^1 x2^1 x3^1 x4^1,0.0382004625527426,"logit(A)"
A,x1^1 x2^1 x3^2 x4^0,0.0496256950865059,"logit(A)"
A,x1^1 x2^2 x3^0 x4^1,0.0243188942073895,"logit(A)"
A,x1^1 x2^2 x3^1 x4^0,0.0195355004331842,"logit(A)"
A,x1^1 x2^3 x3^0 x4^0,0.0103619379662577,"logit(A)"
A,x1^2 x2^0 x3^0 x4^2,-0.0276257048576956,"logit(A)"
A,x1^2 x2^0 x3^1 x4^1,-0.266301950057495,"logit(A)"
A,x1^2 x2^0 x3^2 x4^0,0.135555292993051,"logit(A)"
A,x1^2 x2^1 x3^0 x4^1,-0.00990556267665381,"logit(A)"
A,x1^2 x2^1 x3^1 x4^0,0.0245425047162632,"logit(A)"
A,x1^2 x2^2 x3^0 x4^0,-0.0065955055368075,"logit(A)"
A,x1^3 x2^0 x3^0 x4^1,-0.0256036933438101,"logit(A)"
A,x1^3 x2^0 x3^1 x4^0,0.028510224992116,"logit(A)"
A,x1^3 x2^1 x3^0 x4^0,-0.00552305187115207,"logit(A)"
A,x1^4 x2^0 x3^0 x4^0,0.00381173969985386,"logit(A)"
K,(intercept),302.487650698952,"logit(K)"
K,1,3.65500238661878e-15,"logit(K)"
K,x1^0 x2^0 x3^0 x4^1,3.3417527683463,"logit(K)"
K,x1^0 x2^0 x3^1 x4^0,-151.60008600716,"logit(K)"
