param,term,coefficient,transform
A,(intercept),-282.168981539428,logit(A)
A,1,-1.71212729752557e-16,logit(A)
A,x1^0 x2^0 x3^0 x4^1,0.376023130017563,logit(A)
A,x1^0 x2^0 x3^1 x4^0,-186.463699641137,logit(A)
A,x1^0 x2^1 x3^0 x4^0,-42.0455273791672,logit(A)
A,x1^1 x2^0 x3^0 x4^0,-40.2035351733362,logit(A)
A,x1^0 x2^0 x3^0 x4^2,-0.0846930987654594,logit(A)
A,x1^0 x2^0 x3^1 x4^1,-0.908292867088872,logit(A)
A,x1^0 x2^0 x3^2 x4^0,310.562805672881,logit(A)
A,x1^0 x2^1 x3^0 x4^1,-0.0169019103986,logit(A)
A,x1^0 x2^1 x3^1 x4^0,56.3539751062473,logit(A)
A,x1^0 x2^2 x3^0 x4^0,9.05938012236469,logit(A)
A,x1^1 x2^0 x3^0 x4^1,-0.115169634219746,logit(A)
A,x1^1 x2^0 x3^1 x4^0,17.969043483099,logit(A)
A,x1^1 x2^1 x3^0 x4^0,-3.07685881720097,logit(A)
A,x1^2 x2^0 x3^0 x4^0,7.21537392690912,logit(A)
A,x1^0 x2^0 x3^0 x4^3,0.518313783305845,logit(A)
A,x1^0 x2^0 x3^1 x4^2,0.231586875658329,logit(A)
A,x1^0 x2^0 x3^2 x4^1,1.23825846650747,logit(A)
A,x1^0 x2^0 x3^3 x4^0,-515.691562565499,logit(A)
A,x1^0 x2^1 x3^0 x4^2,-0.126383533621706,logit(A)
A,x1^0 x2^1 x3^1 x4^1,-0.186685346167156,logit(A)
A,x1^0 x2^1 x3^2 x4^0,-69.8724664925233,logit(A)
A,x1^0 x2^2 x3^0 x4^1,-0.0559192367508681,logit(A)
A,x1^0 x2^2 x3^1 x4^0,-13.663805244383,logit(A)
A,x1^0 x2^3 x3^0 x4^0,-2.60127818112347,logit(A)
A,x1^1 x2^0 x3^0 x4^2,0.0316405041735824,logit(A)
A,x1^1 x2^0 x3^1 x4^1,0.292123034365997,logit(A)
A,x1^1 x2^0 x3^2 x4^0,2.70274046430334,logit(A)
A,x1^1 x2^1 x3^0 x4^1,0.00577978940602544,logit(A)
A,x1^1 x2^1 x3^1 x4^0,0.443880563689041,logit(A)
A,x1^1 x2^2 x3^0 x4^0,1.72126329532341,logit(A)
A,x1^2 x2^0 x3^0 x4^1,0.0352569194302572,logit(A)
A,x1^2 x2^0 x3^1 x4^0,6.01179592433052,logit(A)
A,x1^2 x2^1 x3^0 x4^0,1.92529918775122,logit(A)
A,x1^3 x2^0 x3^0 x4^0,-1.68462104102561,logit(A)
A,x1^0 x2^0 x3^0 x4^4,1.03583372278339,logit(A)
