param,term,coefficient,transform
A,(intercept),-15.2356756589285,logit(A)
A,1,-9.66567246664159e-17,logit(A)
A,x1^0 x2^0 x3^0 x4^1,-1.2348404911058,logit(A)
A,x1^0 x2^0 x3^1 x4^0,-64.4885414716444,logit(A)
A,x1^0 x2^1 x3^0 x4^0,21.0819686079051,logit(A)
A,x1^1 x2^0 x3^0 x4^0,-14.7218417776594,logit(A)
A,x1^0 x2^0 x3^0 x4^2,-0.417969082061983,logit(A)
A,x1^0 x2^0 x3^1 x4^1,5.74354877897142,logit(A)
A,x1^0 x2^0 x3^2 x4^0,98.4070621986029,logit(A)
A,x1^0 x2^1 x3^0 x4^1,0.524979760016296,logit(A)
A,x1^0 x2^1 x3^1 x4^0,13.4149609417285,logit(A)
A,x1^0 x2^2 x3^0 x4^0,-0.0118331515189649,logit(A)
A,x1^1 x2^0 x3^0 x4^1,0.290622965675512,logit(A)
A,x1^1 x2^0 x3^1 x4^0,9.05381714492204,logit(A)
A,x1^1 x2^1 x3^0 x4^0,-4.77870381427198,logit(A)
A,x1^2 x2^0 x3^0 x4^0,2.15414611106153,logit(A)
A,x1^0 x2^0 x3^0 x4^3,0.00147589829392338,logit(A)
A,x1^0 x2^0 x3^1 x4^2,1.53251338064933,logit(A)
A,x1^0 x2^0 x3^2 x4^1,-16.9098352470166,logit(A)
A,x1^0 x2^0 x3^3 x4^0,-148.541936958272,logit(A)
A,x1^0 x2^1 x3^0 x4^2,0.17277820592993,logit(A)
A,x1^0 x2^1 x3^1 x4^1,-2.24269332643436,logit(A)
A,x1^0 x2^1 x3^2 x4^0,-9.82869722879064,logit(A)
A,x1^0 x2^2 x3^0 x4^1,-0.229379382829332,logit(A)
A,x1^0 x2^2 x3^1 x4^0,-0.325410695756022,logit(A)
A,x1^0 x2^3 x3^0 x4^0,-1.31237962880683,logit(A)
A,x1^1 x2^0 x3^0 x4^2,0.148785669118965,logit(A)
A,x1^1 x2^0 x3^1 x4^1,-0.941545155755969,logit(A)
A,x1^1 x2^0 x3^2 x4^0,-3.32118440602422,logit(A)
A,x1^1 x2^1 x3^0 x4^1,-0.121687168526211,logit(A)
A,x1^1 x2^1 x3^1 x4^0,0.579369539966351,logit(A)
A,x1^1 x2^2 x3^0 x4^0,0.433640590138382,logit(A)
A,x1^2 x2^0 x3^0 x4^1,-0.0625906939974743,logit(A)
A,x1^2 x2^0 x3^1 x4^0,0.412652444044599,logit(A)
A,x1^2 x2^1 x3^0 x4^0,0.835212602037794,logit(A)
A,x1^3 x2^0 x3^0 x4^0,-0.420465454999895,logit(A)
A,x1^0 x2^0 x3^0 x4^4,0.0735461254649586,logit(A)
A,x1^0 x2^0 x3^1 x4^3,0.143376564580727,logit(A)
A,x1^0 x2^0 x3^2 x4^2,-5.49242247475757,logit(A)
A,x1^0 x2^0 x3^3 x4^1,21.6083870538082,logit(A)
A,x1^0 x2^0 x3^4 x4^0,2.42220507718643,logit(A)
A,x1^0 x2^1 x3^0 x4^3,0.0031883032943219,logit(A)
A,x1^0 x2^1 x3^1 x4^2,-0.621668784645472,logit(A)
A,x1^0 x2^1 x3^2 x4^1,5.71946010422255,logit(A)
A,x1^0 x2^1 x3^3 x4^0,-35.8748590288757,logit(A)
A,x1^0 x2^2 x3^0 x4^2,-0.0703790499263005,logit(A)
A,x1^0 x2^2 x3^1 x4^1,0.895292574528508,logit(A)
